Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
1760,F,0.7500,0.5650,0.2150,1.9380,0.7735,0.4825,0.5750,11
923,I,0.4250,0.3400,0.1000,0.3820,0.1640,0.0960,0.1000,6
240,M,0.5650,0.4250,0.1600,0.9425,0.3495,0.2185,0.2750,17
1733,M,0.6650,0.5000,0.1750,1.2975,0.6075,0.3140,0.3150,9
670,M,0.4750,0.3850,0.1450,0.6175,0.2350,0.1080,0.2150,14
3377,I,0.2550,0.1900,0.0700,0.0815,0.0280,0.0160,0.0310,5
4137,M,0.6300,0.5050,0.1550,1.1050,0.4920,0.2260,0.3250,11
1351,F,0.5950,0.4650,0.1550,1.0260,0.4645,0.1120,0.3050,12
3232,M,0.4850,0.4100,0.1500,0.6960,0.2405,0.1625,0.2650,13
3481,I,0.4650,0.3450,0.1050,0.4015,0.2420,0.0345,0.1090,6
2240,M,0.4150,0.3150,0.1250,0.3880,0.0680,0.0900,0.1250,12
1023,F,0.6400,0.5000,0.1750,1.3940,0.4935,0.2910,0.4000,10
728,M,0.5050,0.4000,0.1250,0.7700,0.2735,0.1590,0.2550,13
133,I,0.3500,0.2600,0.0950,0.2110,0.0860,0.0560,0.0680,7
1044,M,0.6900,0.5250,0.1750,1.7005,0.8255,0.3620,0.4050,8
366,M,0.5800,0.4650,0.1450,0.8870,0.4405,0.1655,0.2650,11
1865,I,0.5200,0.3800,0.1150,0.6645,0.3285,0.1700,0.1425,7
3427,M,0.7400,0.6050,0.2000,2.4925,1.1455,0.5750,0.5235,13
1140,M,0.5750,0.4550,0.1350,0.9070,0.4245,0.1970,0.2600,9
1357,M,0.6000,0.4600,0.1550,0.9595,0.4455,0.1890,0.2950,11
259,F,0.5900,0.4750,0.1600,1.1015,0.4775,0.2555,0.2950,13
3094,M,0.5250,0.4000,0.1300,0.6220,0.2655,0.1470,0.1840,9
3756,I,0.5150,0.3900,0.1200,0.5650,0.2350,0.1350,0.1790,9
4068,I,0.4100,0.3050,0.1000,0.2645,0.1000,0.0655,0.0850,7
3751,I,0.4500,0.3350,0.1150,0.3935,0.1950,0.0710,0.1100,7
1826,I,0.3100,0.2150,0.0750,0.1275,0.0565,0.0275,0.0360,7
1951,F,0.6400,0.5150,0.1650,1.3115,0.4945,0.2555,0.4100,10
264,M,0.2700,0.2000,0.0800,0.1205,0.0465,0.0280,0.0400,6
385,F,0.4550,0.3700,0.1050,0.4925,0.2160,0.1245,0.1350,9
2478,F,0.4700,0.3550,0.1800,0.4410,0.1525,0.1165,0.1350,8
3409,I,0.3950,0.3100,0.0950,0.3130,0.1310,0.0720,0.0930,7
2265,F,0.7200,0.5750,0.2150,2.2260,0.8955,0.4050,0.6200,13
3672,F,0.5950,0.4400,0.1350,0.9640,0.5005,0.1715,0.2575,10
701,F,0.4800,0.3850,0.1350,0.5360,0.1895,0.1420,0.1730,14
2,F,0.5300,0.4200,0.1350,0.6770,0.2565,0.1415,0.2100,9
272,M,0.6200,0.4850,0.2050,1.2190,0.3875,0.2505,0.3850,14
2466,M,0.4250,0.3250,0.1200,0.3755,0.1420,0.1065,0.1050,9
277,M,0.6100,0.5000,0.2400,1.6420,0.5320,0.3345,0.6900,18
1327,M,0.5650,0.3900,0.1250,0.7440,0.3520,0.1300,0.1685,11
1646,I,0.5800,0.4450,0.1250,0.7095,0.3030,0.1405,0.2350,9
2200,F,0.6500,0.5150,0.1950,1.4005,0.5195,0.3600,0.4400,13
4129,I,0.5700,0.4250,0.1400,0.7655,0.3310,0.1400,0.2400,10
3312,F,0.5050,0.4100,0.1500,0.6345,0.2430,0.1335,0.2150,17
2730,I,0.4050,0.3000,0.0900,0.2885,0.1380,0.0635,0.0765,6
2027,M,0.5650,0.4450,0.1450,0.9255,0.4345,0.2120,0.2475,9
3793,F,0.6650,0.5250,0.1800,1.5785,0.6780,0.2290,0.4560,14
3267,F,0.4000,0.3350,0.1150,0.4335,0.2105,0.1205,0.1200,10
3702,F,0.6650,0.5400,0.1950,1.7640,0.8505,0.3615,0.4700,11
1094,I,0.4700,0.3800,0.1250,0.4845,0.2110,0.1075,0.1420,6
1923,F,0.6100,0.4600,0.1450,1.1185,0.4780,0.2945,0.2985,10
1759,F,0.7400,0.5650,0.2050,2.1190,0.9655,0.5185,0.4820,12
2682,M,0.6200,0.4800,0.1500,1.1015,0.4965,0.2430,0.3050,10
3916,F,0.5200,0.4100,0.1600,0.7120,0.2845,0.1530,0.2250,10
1464,F,0.5050,0.3800,0.1350,0.6855,0.3610,0.1565,0.1610,9
964,I,0.5050,0.3550,0.1250,0.6010,0.2500,0.1205,0.1850,8
2917,M,0.5950,0.4600,0.1700,1.1295,0.5700,0.2555,0.2650,10
179,M,0.5800,0.4750,0.1500,0.9700,0.3850,0.2165,0.3500,11
2125,M,0.4700,0.3750,0.1150,0.4265,0.1685,0.0755,0.1500,8
2385,F,0.4500,0.3450,0.1150,0.4960,0.1905,0.1170,0.1400,12
3920,M,0.2950,0.2300,0.0850,0.1250,0.0420,0.0285,0.0430,8
2707,M,0.7250,0.5500,0.2000,1.5100,0.8735,0.4265,0.5085,9
109,F,0.4350,0.3950,0.1050,0.3635,0.1360,0.0980,0.1300,9
687,F,0.5350,0.4050,0.1250,0.9270,0.2600,0.1425,0.3450,16
3313,M,0.4000,0.3100,0.1100,0.3140,0.1380,0.0570,0.1000,11
1371,M,0.6150,0.5000,0.1700,1.0540,0.4845,0.2280,0.2950,10
999,F,0.5950,0.4700,0.1550,1.1210,0.4515,0.1780,0.1550,11
4130,M,0.5800,0.4500,0.1400,0.8240,0.3465,0.1765,0.2630,10
488,M,0.5400,0.4200,0.1350,0.8075,0.3485,0.1795,0.2350,11
2383,F,0.5250,0.3900,0.1350,0.6005,0.2265,0.1310,0.2100,16
1310,I,0.5450,0.4050,0.1350,0.5945,0.2700,0.1185,0.1850,8
1287,I,0.5050,0.4050,0.1300,0.6015,0.3015,0.1100,0.1800,8
1390,F,0.6350,0.5000,0.1650,1.4595,0.7050,0.2645,0.3900,9
589,F,0.4050,0.3100,0.1200,0.3095,0.1380,0.0580,0.0950,13
2123,F,0.2900,0.2100,0.0750,0.2750,0.1130,0.0675,0.0350,6
3662,I,0.5500,0.4500,0.1400,0.7530,0.3445,0.1325,0.2400,8
1157,F,0.6050,0.4700,0.1650,1.1775,0.6110,0.2275,0.2920,9
3144,F,0.6250,0.4800,0.2000,1.3235,0.6075,0.3055,0.3550,9
3860,F,0.5500,0.4650,0.1500,1.0820,0.3575,0.1940,0.1900,14
1824,I,0.1850,0.1350,0.0400,0.0270,0.0105,0.0055,0.0090,5
2263,F,0.6200,0.5100,0.1500,1.4560,0.5810,0.2875,0.3200,13
1052,M,0.7650,0.6000,0.2200,2.3020,1.0070,0.5090,0.6205,12
3439,I,0.4400,0.3500,0.1250,0.4560,0.2100,0.0955,0.1310,8
1174,F,0.6350,0.4950,0.0150,1.1565,0.5115,0.3080,0.2885,9
2210,M,0.6600,0.5050,0.2000,1.6305,0.4865,0.2970,0.6100,18
2408,I,0.6200,0.4850,0.1700,1.2080,0.4805,0.3045,0.3300,15
1376,M,0.6200,0.5100,0.1750,1.2815,0.5715,0.2385,0.3900,10
1225,I,0.3450,0.2550,0.0850,0.2005,0.1050,0.0370,0.0500,5
2722,I,0.3750,0.2750,0.0950,0.2295,0.0950,0.0545,0.0660,7
3387,M,0.5450,0.4100,0.1450,0.8730,0.3035,0.1960,0.3100,18
2773,F,0.5800,0.4650,0.1450,0.9865,0.4700,0.2155,0.2500,11
2230,M,0.5550,0.4300,0.1650,0.7575,0.2735,0.1635,0.2750,13
2124,M,0.3850,0.2950,0.0950,0.3350,0.1470,0.0940,0.0900,7
4025,I,0.3300,0.2600,0.0850,0.1965,0.0915,0.0425,0.0550,7
1122,M,0.5450,0.4150,0.1400,0.8200,0.4615,0.1270,0.2180,9
880,M,0.6500,0.5250,0.1750,1.4715,0.6750,0.3150,0.3990,11
3704,M,0.6700,0.5400,0.1950,1.2170,0.5320,0.2735,0.3315,11
1757,F,0.7300,0.5600,0.1900,1.9425,0.7990,0.5195,0.5655,11
3585,M,0.6250,0.4850,0.1600,1.2135,0.6310,0.2235,0.3020,9
2039,I,0.2850,0.2150,0.0700,0.1075,0.0510,0.0225,0.0270,6
2530,F,0.6000,0.4850,0.1650,1.1405,0.5870,0.2175,0.2880,9
76,M,0.5950,0.4750,0.1400,0.9440,0.3625,0.1890,0.3150,9
3138,M,0.5100,0.4000,0.1400,0.6905,0.2590,0.1510,0.2300,10
2255,M,0.5100,0.3950,0.1450,0.6185,0.2160,0.1385,0.2400,12
3714,F,0.7250,0.5600,0.1850,1.7920,0.8730,0.3670,0.4350,11
2455,I,0.2350,0.1700,0.0650,0.0625,0.0230,0.0140,0.0220,6
3955,I,0.4900,0.3850,0.1200,0.5910,0.2710,0.1125,0.1775,9
3391,M,0.5450,0.4200,0.1250,0.9745,0.3530,0.1740,0.3050,13
3480,I,0.4500,0.3400,0.1050,0.4385,0.2100,0.0925,0.1200,8
1697,M,0.6300,0.4850,0.1650,1.2330,0.6565,0.2315,0.3035,10
1418,M,0.7050,0.5550,0.2150,2.1410,1.0465,0.3830,0.5280,11
3932,F,0.4900,0.3700,0.1150,0.5410,0.1710,0.1175,0.1850,11
9,F,0.5500,0.4400,0.1500,0.8945,0.3145,0.1510,0.3200,19
3307,F,0.4500,0.3250,0.1350,0.4380,0.1805,0.1165,0.1100,9
3182,M,0.6450,0.5050,0.1650,1.3070,0.4335,0.2620,0.5200,10
618,M,0.3100,0.2250,0.0750,0.1295,0.0455,0.0335,0.0440,9
3773,F,0.5750,0.4600,0.1500,0.9270,0.3330,0.2070,0.2985,9
1952,I,0.6400,0.4900,0.1350,1.1000,0.4880,0.2505,0.2925,10
69,I,0.3100,0.2350,0.0700,0.1510,0.0630,0.0405,0.0450,6
29,M,0.5750,0.4250,0.1400,0.8635,0.3930,0.2270,0.2000,11
3403,I,0.3500,0.2650,0.1100,0.2090,0.0660,0.0590,0.0750,9
1280,M,0.4950,0.3950,0.1200,0.5530,0.2240,0.1375,0.1670,8
4063,F,0.6300,0.5150,0.1600,1.3360,0.5530,0.3205,0.3500,11
846,F,0.5400,0.4200,0.1400,0.8050,0.3690,0.1725,0.2100,11
3810,I,0.5250,0.4000,0.1250,0.5655,0.2435,0.1190,0.1750,8
2947,M,0.6350,0.4850,0.1800,1.1795,0.4785,0.2775,0.3550,10
300,F,0.4050,0.3050,0.0950,0.3485,0.1455,0.0895,0.1000,9
1358,I,0.6050,0.4850,0.1500,1.2380,0.6315,0.2260,0.3300,11
2049,I,0.4450,0.3200,0.1200,0.3780,0.1520,0.0825,0.1200,8
2824,I,0.4600,0.3650,0.1150,0.5110,0.2365,0.1180,0.1230,7
2350,F,0.5150,0.4350,0.1700,0.6310,0.2765,0.1110,0.2160,12
1283,I,0.5000,0.3750,0.1450,0.5795,0.2390,0.1375,0.1850,9
3489,F,0.5300,0.4200,0.1400,0.6270,0.2905,0.1165,0.1830,8
3401,M,0.4800,0.3950,0.1500,0.6815,0.2145,0.1405,0.2495,18
2063,M,0.5250,0.3850,0.1000,0.5115,0.2460,0.1005,0.1455,8
158,F,0.5800,0.4550,0.1700,0.9075,0.3740,0.2135,0.2850,13
874,F,0.6250,0.4900,0.2000,1.3825,0.5895,0.2850,0.3810,11
2630,I,0.3550,0.2850,0.0950,0.2275,0.0955,0.0475,0.0715,6
3411,I,0.4300,0.3200,0.1000,0.3855,0.1920,0.0745,0.1000,7
2420,M,0.3500,0.2550,0.0850,0.2145,0.1000,0.0465,0.0600,13
3384,F,0.3050,0.2250,0.0700,0.1485,0.0585,0.0335,0.0450,7
3169,M,0.5600,0.4500,0.1550,0.9125,0.3595,0.2710,0.3500,10
2468,F,0.3700,0.2750,0.0800,0.2270,0.0930,0.0625,0.0700,8
1702,F,0.6350,0.4900,0.1700,1.2615,0.5385,0.2665,0.3800,9
2452,M,0.3950,0.3050,0.1050,0.2820,0.0975,0.0650,0.0960,9
2096,M,0.5000,0.3900,0.1450,0.6510,0.2730,0.1320,0.2200,11
349,M,0.6100,0.4800,0.1500,1.2000,0.5600,0.2455,0.2800,14
2030,M,0.5900,0.4650,0.1650,1.1150,0.5165,0.2730,0.2750,10
2755,F,0.5250,0.4150,0.1500,0.7055,0.3290,0.1470,0.1990,10
547,M,0.2050,0.1550,0.0450,0.0425,0.0170,0.0055,0.0155,7
1778,F,0.4900,0.3550,0.1600,0.8795,0.3485,0.2150,0.2825,8
2861,F,0.7200,0.5650,0.1700,1.6130,0.7230,0.3255,0.4945,12
228,F,0.5800,0.4650,0.1650,1.1015,0.4040,0.2095,0.3500,11
37,F,0.4500,0.3550,0.1050,0.5225,0.2370,0.1165,0.1450,8
1615,I,0.5500,0.4250,0.1500,0.7665,0.3390,0.1760,0.2100,8
4141,F,0.6500,0.5050,0.1650,1.3570,0.5725,0.2810,0.4300,11
3991,M,0.6850,0.5100,0.1800,1.4545,0.6315,0.3105,0.3725,9
2765,I,0.5550,0.4350,0.1450,0.6975,0.2620,0.1575,0.2400,11
235,I,0.2950,0.2250,0.0800,0.1240,0.0485,0.0320,0.0400,9
3565,F,0.5750,0.4750,0.1600,0.8950,0.3605,0.2210,0.2710,9
2513,F,0.4650,0.3500,0.1350,0.6265,0.2590,0.1445,0.1750,8
3935,M,0.5200,0.4100,0.1150,0.7700,0.2630,0.1570,0.2600,11
1223,I,0.3400,0.2500,0.0900,0.1790,0.0775,0.0330,0.0550,6
137,M,0.3450,0.2550,0.0900,0.2005,0.0940,0.0295,0.0630,9
3212,F,0.5850,0.4600,0.1700,1.0835,0.3745,0.3260,0.3250,14
3655,M,0.5300,0.4100,0.1250,0.7690,0.3460,0.1730,0.2150,9
353,M,0.5800,0.4550,0.1700,0.9300,0.4080,0.2590,0.2200,9
446,M,0.5650,0.4350,0.1850,0.9815,0.3290,0.1360,0.3900,13
2100,I,0.3700,0.2900,0.1000,0.2500,0.1025,0.0505,0.0850,10
2327,M,0.4750,0.3950,0.1350,0.5920,0.2465,0.1645,0.2000,13
2201,F,0.6450,0.4900,0.2150,1.4060,0.4265,0.2285,0.5100,25
832,I,0.4400,0.3650,0.1150,0.5010,0.2435,0.0840,0.1465,9
856,M,0.5900,0.4750,0.1650,1.0770,0.4545,0.2440,0.3095,9
1914,M,0.5950,0.4550,0.1500,0.8860,0.4315,0.2010,0.2230,10
3845,M,0.4550,0.3500,0.1050,0.4160,0.1625,0.0970,0.1450,11
2213,M,0.6300,0.5100,0.2300,1.5390,0.5635,0.2815,0.5700,17
1269,I,0.4700,0.3650,0.1000,0.4110,0.1750,0.0855,0.1350,8
3529,I,0.3600,0.2650,0.0750,0.1785,0.0785,0.0350,0.0540,6
1014,F,0.6250,0.5000,0.1650,1.2880,0.5730,0.3035,0.3150,9
3725,M,0.4950,0.3750,0.1550,0.9760,0.4500,0.2285,0.2475,9
3770,I,0.5650,0.4300,0.1250,0.6545,0.2815,0.1390,0.2100,9
1266,I,0.4600,0.3500,0.1050,0.3705,0.1575,0.0770,0.1140,9
3076,F,0.6800,0.5600,0.1950,1.6640,0.5800,0.3855,0.5450,11
2359,F,0.6450,0.5250,0.2000,1.4490,0.6010,0.2565,0.5050,13
1669,F,0.6100,0.4650,0.1600,1.0725,0.4835,0.2515,0.2800,10
2301,F,0.5200,0.4250,0.1500,0.8130,0.3850,0.2015,0.2300,10
3537,I,0.4300,0.3250,0.1050,0.3090,0.1190,0.0800,0.0980,6
3431,I,0.3500,0.2650,0.0950,0.1990,0.0730,0.0490,0.0600,5
3562,F,0.5700,0.4200,0.1600,0.8875,0.4315,0.1915,0.2230,8
2843,M,0.6000,0.4500,0.1600,1.1420,0.5390,0.2250,0.3070,10
2542,F,0.6950,0.5300,0.2000,2.0475,0.7500,0.4195,0.6095,14
2866,I,0.3200,0.2050,0.0800,0.1810,0.0880,0.0340,0.0495,5
4029,I,0.4350,0.3350,0.1100,0.3340,0.1355,0.0775,0.0965,7
2657,F,0.5450,0.4000,0.1400,0.7780,0.3680,0.2150,0.1800,9
53,F,0.4700,0.3600,0.1200,0.4775,0.2105,0.1055,0.1500,10
2074,F,0.5850,0.4850,0.1500,1.0790,0.4145,0.2115,0.3560,11
3828,M,0.6800,0.5200,0.1750,1.5430,0.7525,0.3510,0.3740,11
1632,M,0.5750,0.4550,0.1650,0.8670,0.3765,0.1805,0.2680,8
791,F,0.4850,0.3750,0.1350,0.5560,0.1925,0.1315,0.1685,10
1877,I,0.5400,0.3900,0.1250,0.6255,0.2525,0.1580,0.1900,8
1317,I,0.5550,0.4300,0.1550,0.7395,0.3135,0.1435,0.2800,10
2602,M,0.6150,0.4700,0.1550,1.2000,0.5085,0.3200,0.2920,8
1955,F,0.6450,0.5100,0.1800,1.6195,0.7815,0.3220,0.4675,12
3863,F,0.6550,0.5000,0.1800,1.4155,0.5080,0.3140,0.4450,18
657,F,0.6150,0.5150,0.1700,1.1400,0.4305,0.2245,0.4200,16
2142,I,0.4600,0.3500,0.1100,0.3945,0.1685,0.0865,0.1250,9
149,I,0.1700,0.1300,0.0950,0.0300,0.0130,0.0080,0.0100,4
3767,M,0.5550,0.4600,0.1600,0.8600,0.3345,0.1935,0.2750,10
2024,M,0.5450,0.4400,0.1400,0.8395,0.3560,0.1905,0.2385,11
2698,F,0.6650,0.5050,0.1650,1.3490,0.5985,0.3175,0.3600,9
332,I,0.3000,0.2200,0.0800,0.1210,0.0475,0.0420,0.0350,5
852,M,0.5650,0.4500,0.1550,1.0595,0.4735,0.2400,0.2650,10
1036,F,0.6600,0.5050,0.1850,1.5280,0.6900,0.3025,0.4410,11
503,F,0.6000,0.5050,0.1900,1.1290,0.4385,0.2560,0.3600,13
320,I,0.2650,0.2100,0.0600,0.0965,0.0425,0.0220,0.0300,5
2540,F,0.6750,0.5500,0.1750,1.6890,0.6940,0.3710,0.4740,13
3895,F,0.5950,0.5000,0.1800,1.0530,0.4405,0.1920,0.3900,13
1003,M,0.5950,0.4550,0.1500,1.0440,0.5180,0.2205,0.2700,9
3757,I,0.5200,0.4100,0.1400,0.6990,0.3395,0.1290,0.1945,10
1311,I,0.5500,0.4300,0.1450,0.7895,0.3745,0.1710,0.2230,11
954,M,0.4900,0.3850,0.1250,0.6490,0.3200,0.1240,0.1695,8
1151,M,0.5850,0.4650,0.1600,0.9555,0.4595,0.2360,0.2650,7
3503,F,0.6150,0.4900,0.1900,1.1345,0.4695,0.2570,0.3480,11
601,F,0.3850,0.3150,0.1100,0.2860,0.1225,0.0635,0.0835,10
4074,I,0.5200,0.4000,0.1400,0.6220,0.2780,0.1455,0.1690,8
98,M,0.4700,0.3700,0.1300,0.5225,0.2010,0.1330,0.1650,7
3461,F,0.6250,0.4950,0.1600,1.1115,0.4495,0.2825,0.3450,11
1872,I,0.5300,0.3950,0.1300,0.5750,0.2470,0.1150,0.1830,9
40,F,0.4500,0.3350,0.1050,0.4250,0.1865,0.0910,0.1150,9
1912,I,0.5800,0.4400,0.1450,0.7905,0.3525,0.1645,0.2420,10
2331,M,0.5900,0.4600,0.1550,0.9060,0.3270,0.1485,0.3350,15
113,M,0.4250,0.3500,0.1050,0.3930,0.1300,0.0630,0.1650,9
934,I,0.4500,0.3550,0.1050,0.4445,0.1970,0.0930,0.1335,8
454,F,0.6450,0.5500,0.1750,1.2915,0.5700,0.3045,0.3300,14
3294,F,0.6300,0.5000,0.1600,1.2200,0.4905,0.3000,0.3450,14
722,M,0.5550,0.4400,0.1500,1.0920,0.4160,0.2120,0.4405,15
1108,I,0.5150,0.3850,0.1250,0.6115,0.3175,0.1265,0.1500,8
1732,M,0.6650,0.5200,0.1750,1.3725,0.6060,0.3200,0.3950,12
2481,M,0.3900,0.2850,0.0950,0.2710,0.1100,0.0600,0.0800,8
411,M,0.5850,0.4750,0.1200,0.9450,0.4100,0.2115,0.2800,14
2057,I,0.4800,0.3500,0.1350,0.5465,0.2735,0.0995,0.1580,8
2724,I,0.3850,0.2850,0.0850,0.2440,0.1215,0.0445,0.0680,8
122,F,0.5150,0.4250,0.1400,0.7660,0.3040,0.1725,0.2550,14
2272,M,0.6350,0.5100,0.2100,1.5980,0.6535,0.2835,0.5800,15
2357,M,0.5850,0.4550,0.1250,1.0270,0.3910,0.2120,0.2500,17
4095,F,0.6350,0.4850,0.1550,1.0730,0.4670,0.1975,0.3500,11
1377,M,0.6200,0.4950,0.1800,1.2555,0.5765,0.2540,0.3550,12
4088,M,0.6000,0.4700,0.1300,1.0105,0.4230,0.2190,0.2980,9
396,F,0.5000,0.3950,0.1400,0.7155,0.3165,0.1760,0.2400,10
3162,M,0.6400,0.4900,0.1400,1.1940,0.4445,0.2380,0.3750,15
1100,I,0.5000,0.3750,0.1200,0.5420,0.2150,0.1160,0.1700,9
2436,M,0.5150,0.4000,0.1600,0.8175,0.2515,0.1560,0.3000,23
2126,F,0.5000,0.4000,0.1250,0.5765,0.2395,0.1260,0.1850,10
516,M,0.4000,0.2900,0.1150,0.2795,0.1115,0.0575,0.0750,9
702,F,0.4450,0.3300,0.1050,0.4525,0.1800,0.1030,0.1230,9
2087,M,0.7200,0.5850,0.2200,1.9140,0.9155,0.4480,0.4790,11
4057,F,0.6900,0.5350,0.1850,1.8260,0.7970,0.4090,0.4990,11
406,M,0.4500,0.3550,0.1150,0.4790,0.2125,0.1045,0.1500,8
1397,M,0.6450,0.5000,0.1950,1.4010,0.6165,0.3515,0.3725,10
2604,F,0.6200,0.4850,0.1750,1.2155,0.5450,0.2530,0.3450,10
3915,I,0.5600,0.4450,0.1650,1.0285,0.4535,0.2530,0.2750,11
652,I,0.4700,0.3500,0.1300,0.4660,0.1845,0.0990,0.1450,11
3101,M,0.5950,0.4550,0.1450,0.9420,0.4300,0.1820,0.2770,11
2525,M,0.5900,0.4550,0.1600,1.0900,0.5000,0.2215,0.2920,9
2048,I,0.4400,0.3050,0.1150,0.3790,0.1620,0.0910,0.1100,9
1110,I,0.5200,0.3800,0.1350,0.5395,0.2295,0.1330,0.1570,8
976,M,0.5300,0.4050,0.1250,0.6515,0.2715,0.1605,0.1860,7
3070,F,0.6550,0.4900,0.1600,1.2040,0.5455,0.2615,0.3225,9
2543,F,0.7000,0.5250,0.1900,1.6015,0.7070,0.3650,0.4300,10
3839,M,0.5200,0.4250,0.1250,0.7900,0.3720,0.2050,0.1900,8
3285,F,0.6650,0.5700,0.1850,1.5220,0.6965,0.3025,0.4050,13
529,M,0.3850,0.3000,0.0950,0.2400,0.0885,0.0590,0.0850,9
161,F,0.6050,0.4850,0.1600,1.2220,0.5300,0.2575,0.2800,13
1728,M,0.6600,0.5100,0.1650,1.6375,0.7685,0.3545,0.3925,14
2315,M,0.5750,0.4350,0.1500,0.8050,0.2930,0.1625,0.2700,17
2453,I,0.3250,0.2000,0.0800,0.0995,0.0395,0.0225,0.0320,8
3809,F,0.5200,0.3750,0.1350,0.5375,0.2210,0.1170,0.1700,8
1388,M,0.6300,0.4950,0.1600,1.0930,0.4970,0.2210,0.3150,12
3527,I,0.3500,0.2600,0.0900,0.1765,0.0720,0.0355,0.0575,7
2554,I,0.3400,0.2650,0.0700,0.1850,0.0625,0.0395,0.0700,7
2254,M,0.6500,0.4950,0.1800,1.7930,0.8005,0.3390,0.5300,14
1184,I,0.6650,0.5000,0.1700,1.2975,0.6035,0.2910,0.3595,9
1555,I,0.4100,0.3000,0.0900,0.2800,0.1410,0.0575,0.0750,8
2285,I,0.4200,0.3300,0.1000,0.3520,0.1635,0.0890,0.1000,9
1373,M,0.6150,0.4750,0.1700,1.1290,0.4795,0.3020,0.3000,10
2407,I,0.6250,0.4300,0.1750,1.4110,0.5720,0.2970,0.3950,12
711,M,0.3750,0.3000,0.1000,0.2465,0.1040,0.0475,0.0830,11
1939,F,0.6250,0.4450,0.1600,1.0900,0.4600,0.2965,0.3040,11
2620,F,0.6950,0.5500,0.1550,1.8495,0.7670,0.4420,0.4175,10
2717,I,0.3450,0.2550,0.0950,0.1830,0.0750,0.0385,0.0600,6
564,F,0.4700,0.3550,0.1300,0.5465,0.2005,0.1260,0.1850,14
1698,M,0.6300,0.4950,0.1750,1.2695,0.6050,0.2710,0.3280,11
44,I,0.2100,0.1500,0.0500,0.0420,0.0175,0.0125,0.0150,4
1515,M,0.6550,0.5100,0.2150,1.7835,0.8885,0.4095,0.4195,11
3745,I,0.2850,0.2050,0.0700,0.1060,0.0390,0.0285,0.0340,5
2047,I,0.4200,0.3150,0.1150,0.3550,0.1895,0.0650,0.0870,6
2588,F,0.5700,0.4350,0.1400,0.8585,0.3905,0.1960,0.2295,8
3887,F,0.5600,0.4400,0.1550,0.9705,0.4315,0.2630,0.2550,9
806,I,0.2800,0.2050,0.0700,0.1015,0.0410,0.0300,0.0300,6
3989,F,0.6700,0.5200,0.1950,1.8065,0.7580,0.3735,0.5055,11
4090,M,0.6150,0.4750,0.2050,1.3370,0.5995,0.2815,0.3700,11
2112,M,0.5250,0.4050,0.1300,0.7185,0.3265,0.1975,0.1750,8
2597,F,0.6000,0.4600,0.1500,1.2350,0.6025,0.2740,0.2900,8
1137,F,0.5750,0.4500,0.1600,1.0680,0.5560,0.2140,0.2575,10
1856,I,0.5050,0.4050,0.1300,0.5990,0.2245,0.1175,0.2250,11
425,M,0.5800,0.4500,0.1750,1.0680,0.4250,0.2030,0.3200,13
579,F,0.6300,0.4800,0.1750,1.3675,0.5015,0.3035,0.5150,17
3206,I,0.2950,0.2150,0.0750,0.1160,0.0370,0.0295,0.0400,8
3536,I,0.4250,0.3250,0.1100,0.4050,0.1695,0.0920,0.1065,8
3136,M,0.5350,0.4200,0.1250,0.7640,0.3120,0.1505,0.2650,11
2700,M,0.6700,0.5100,0.1800,1.6800,0.9260,0.2975,0.3935,13
4054,F,0.6350,0.5000,0.1800,1.2565,0.5390,0.2920,0.3500,10
600,I,0.5350,0.4200,0.1450,0.9260,0.3980,0.1965,0.2500,17
1422,M,0.7200,0.5750,0.2150,2.1730,0.9515,0.5640,0.5365,12
2075,M,0.5950,0.4650,0.1500,0.9190,0.4335,0.1765,0.2620,9
3691,M,0.6450,0.5100,0.1900,1.4865,0.6445,0.2960,0.4250,12
2526,M,0.5900,0.4800,0.1600,1.2620,0.5685,0.2725,0.3350,9
1038,M,0.6600,0.4950,0.1950,1.6275,0.5940,0.3595,0.4850,10
783,I,0.3850,0.2800,0.1250,0.2440,0.1020,0.0380,0.0850,6
1268,I,0.4650,0.3400,0.1100,0.3460,0.1425,0.0730,0.1130,11
3892,F,0.5000,0.4000,0.1500,0.8085,0.2730,0.1120,0.2950,13
2708,M,0.7350,0.5700,0.1750,1.8800,0.9095,0.3870,0.4880,11
1560,I,0.4350,0.3250,0.1100,0.3670,0.1595,0.0800,0.1050,6
1535,I,0.3050,0.2250,0.0900,0.1465,0.0630,0.0340,0.0415,6
778,M,0.4650,0.3500,0.1400,0.5755,0.2015,0.1505,0.1900,15
984,M,0.5700,0.4500,0.1550,1.1950,0.5625,0.2565,0.2950,10
2472,M,0.6450,0.5150,0.1750,1.6115,0.6745,0.3840,0.3850,14
3643,I,0.4700,0.3450,0.1200,0.3685,0.1525,0.0615,0.1250,8
1916,M,0.6000,0.4600,0.1700,1.1805,0.4560,0.3370,0.3290,11
745,F,0.5300,0.4200,0.1300,1.0010,0.3400,0.2260,0.2650,17
2823,I,0.4550,0.3500,0.1050,0.4445,0.2130,0.1070,0.1115,7
2223,F,0.5550,0.4550,0.1800,0.9580,0.2960,0.1950,0.3900,14
1997,I,0.3350,0.2500,0.0800,0.1695,0.0695,0.0440,0.0495,6
2372,F,0.4050,0.3250,0.1100,0.3575,0.1450,0.0725,0.1100,12
